,Date_reported,Country_code,Country,New_cases,Year,Population,Indicator
350,2020-12-18,BE,Belgium,2733,2020,11561716.0,0.023638359565310203
351,2020-12-19,BE,Belgium,2729,2020,11561716.0,0.023603762624856035
352,2020-12-20,BE,Belgium,1429,2020,11561716.0,0.012359756977251474
353,2020-12-21,BE,Belgium,635,2020,11561716.0,0.005492264297099151
354,2020-12-22,BE,Belgium,3308,2020,11561716.0,0.028611669755596834
355,2020-12-23,BE,Belgium,2589,2020,11561716.0,0.022392869708960157
356,2020-12-24,BE,Belgium,2356,2020,11561716.0,0.02037759792750488
357,2020-12-25,BE,Belgium,1719,2020,11561716.0,0.014868035160178645
358,2020-12-26,BE,Belgium,492,2020,11561716.0,0.004255423675862649
359,2020-12-27,BE,Belgium,1098,2020,11561716.0,0.009496860154669082
360,2020-12-28,BE,Belgium,530,2020,11561716.0,0.004584094610177243
361,2020-12-29,BE,Belgium,2641,2020,11561716.0,0.02284262993486434
362,2020-12-30,BE,Belgium,2270,2020,11561716.0,0.01963376370774027
363,2020-12-31,BE,Belgium,1980,2020,11561716.0,0.0171254855248131
364,2021-01-01,BE,Belgium,1626,2021,11611416.0,0.014003460043116188
365,2021-01-02,BE,Belgium,469,2021,11611416.0,0.004039128388820106
366,2021-01-03,BE,Belgium,1051,2021,11611416.0,0.009051436965138446
367,2021-01-04,BE,Belgium,732,2021,11611416.0,0.006304140683616882
368,2021-01-05,BE,Belgium,2907,2021,11611416.0,0.025035706239445732
369,2021-01-06,BE,Belgium,2625,2021,11611416.0,0.022607061877724474
370,2021-01-07,BE,Belgium,2302,2021,11611416.0,0.019825316740008283
371,2021-01-08,BE,Belgium,1810,2021,11611416.0,0.015588107428069067
372,2021-01-09,BE,Belgium,1935,2021,11611416.0,0.016664634184151185
373,2021-01-10,BE,Belgium,1302,2021,11611416.0,0.011213102691351338
374,2021-01-11,BE,Belgium,808,2021,11611416.0,0.006958668951314809
